Passengerid,Age,Fare,Sex,sibsp,zero,zero.1,zero.2,zero.3,zero.4,zero.5,zero.6,Parch,zero.7,zero.8,zero.9,zero.10,zero.11,zero.12,zero.13,zero.14,Pclass,zero.15,zero.16,Embarked,zero.17,zero.18,2urvived
52,76,52,36,25,34,42,58,51,47,60,54,52,67,53,59,42,44,35,42,40,54,38,25,49,43,39,35
46,70,61,31,70,45,57,43,62,31,46,78,37,30,53,46,77,71,11,47,42,43,66,48,45,63,78,82
48,49,33,19,44,35,67,51,47,71,19,56,47,84,49,49,50,52,53,56,60,48,52,27,50,42,47,46
27,20,37,13,37,48,62,22,73,48,44,38,12,16,56,54,50,47,45,78,45,67,28,19,58,31,39,37
59,57,60,18,23,40,42,62,20,43,81,51,59,47,88,35,58,30,39,75,40,50,44,59,73,60,62,53
59,42,50,35,26,46,65,36,45,35,28,51,15,37,25,49,62,35,59,37,28,53,61,40,46,41,65,42
38,36,37,54,52,41,49,52,52,25,36,60,24,52,55,41,43,68,38,52,52,65,48,53,29,43,29,44
33,60,63,56,66,41,42,52,62,51,75,44,87,67,25,61,34,59,35,43,48,52,42,46,24,62,34,81
50,59,29,26,60,60,55,35,62,85,44,36,36,69,59,25,52,28,63,24,45,57,36,56,28,56,21,50
66,65,56,57,62,44,37,40,51,57,54,49,67,39,43,43,58,50,51,52,53,44,53,25,71,59,57,68
34,80,76,46,69,65,51,56,57,28,49,37,45,41,43,38,48,40,34,56,50,43,20,43,62,57,54,58
22,33,37,57,48,11,24,81,60,75,69,50,40,53,43,45,65,49,42,47,53,51,39,59,43,64,81,47
35,37,20,45,55,43,57,26,65,45,65,48,65,55,42,25,63,83,22,38,26,58,60,32,28,29,73,24
51,40,54,35,42,31,36,36,49,6,43,48,62,53,59,48,44,41,48,58,37,77,41,32,54,37,67,65
